strata_id	layer1	layer2	layer3	layer4	layer5	layer6	acres	ageclass	modeled_strata	
KRNLWL	K	R	N	L	W	L	3758.0	8	Yes	
KRNLWM	K	R	N	L	W	M	2193.0	8	Yes	
KRNLWP	K	R	N	L	W	P	469.0	4	Yes	
KRNLWS	K	R	N	L	W	S	95.0	2	Yes	
KRNRAL	K	R	N	R	A	L	253.0	9	Yes	
KRNRAM	K	R	N	R	A	M	121.0	8	Yes	
KRNRCL	K	R	N	R	C	L	292.0	8	Yes	
KRNRCM	K	R	N	R	C	M	112.0	8	Yes	
KRNRDL	K	R	N	R	D	L	1749.0	8	Yes	
KRNRDM	K	R	N	R	D	M	1040.0	8	Yes	
KRNRDP	K	R	N	R	D	P	85.0	not found	Yes	
KRNRDS	K	R	N	R	D	S	58.0	2	Yes	
KRNRIL	K	R	N	R	I	L	1951.0	8	Yes	
KRNRIM	K	R	N	R	I	M	614.0	8	Yes	
KRNRIP	K	R	N	R	I	P	151.0	4	Yes	
KRNRLL	K	R	N	R	L	L	156.0	8	Yes	
KRNRLM	K	R	N	R	L	M	63.0	8	Yes	
KRNRNN	K	R	N	R	N	N	4801.0	not found	Yes	
KRNRPL	K	R	N	R	P	L	1337.0	8	Yes	
KRNRPM	K	R	N	R	P	M	1184.0	8	Yes	
KRNRPP	K	R	N	R	P	P	698.0	not found	Yes	
KRNRWL	K	R	N	R	W	L	584.0	8	Yes	
KRNRWM	K	R	N	R	W	M	370.0	8	Yes	
KRNRWS	K	R	N	R	W	S	132.0	2	Yes	
KROCAL	K	R	O	C	A	L	222.0	9	Yes	
KROCAM	K	R	O	C	A	M	156.0	8	Yes	
KROCAP	K	R	O	C	A	P	58.0	4	Yes	
KROCCL	K	R	O	C	C	L	55.0	8	Yes	
KROCDL	K	R	O	C	D	L	136.0	8	Yes	
KROCIL	K	R	O	C	I	L	651.0	8	Yes	
KROCIM	K	R	O	C	I	M	533.0	8	Yes	
KROCIP	K	R	O	C	I	P	74.0	4	Yes	
KROCLL	K	R	O	C	L	L	69.0	8	Yes	
KROCLM	K	R	O	C	L	M	104.0	8	Yes	
KROCPL	K	R	O	C	P	L	173.0	8	Yes	
KROCPM	K	R	O	C	P	M	120.0	8	Yes	
KROCWL	K	R	O	C	W	L	159.0	8	Yes	
KROHCL	K	R	O	H	C	L	139.0	8	Yes	
KROHWL	K	R	O	H	W	L	93.0	8	Yes	
KROLAL	K	R	O	L	A	L	415.0	9	Yes	
KROLAM	K	R	O	L	A	M	200.0	8	Yes	
KROLCL	K	R	O	L	C	L	618.0	8	Yes	
KROLCM	K	R	O	L	C	M	67.0	8	Yes	
KROLIL	K	R	O	L	I	L	597.0	8	Yes	
KROLIM	K	R	O	L	I	M	317.0	8	Yes	
KROLIP	K	R	O	L	I	P	92.0	4	Yes	
KROLLL	K	R	O	L	L	L	136.0	8	Yes	
KROLLM	K	R	O	L	L	M	105.0	8	Yes	
KROLPM	K	R	O	L	P	M	55.0	8	Yes	
KROLWL	K	R	O	L	W	L	554.0	8	Yes	
KRORAL	K	R	O	R	A	L	173.0	9	Yes	
KRORAM	K	R	O	R	A	M	212.0	8	Yes	
KRORCL	K	R	O	R	C	L	539.0	8	Yes	
KRORCM	K	R	O	R	C	M	119.0	8	Yes	
KRORDL	K	R	O	R	D	L	800.0	8	Yes	
KRORDM	K	R	O	R	D	M	381.0	8	Yes	
KRORDS	K	R	O	R	D	S	80.0	2	Yes	
KRORIL	K	R	O	R	I	L	345.0	8	Yes	
KRORIM	K	R	O	R	I	M	419.0	8	Yes	
KRORPL	K	R	O	R	P	L	447.0	8	Yes	
KRORPM	K	R	O	R	P	M	197.0	8	Yes	
KRORPS	K	R	O	R	P	S	76.0	2	Yes	
KRORWL	K	R	O	R	W	L	667.0	8	Yes	
KRORWM	K	R	O	R	W	M	241.0	8	Yes	
KRORWS	K	R	O	R	W	S	116.0	2	Yes	
KRPCAL	K	R	P	C	A	L	837.0	9	Yes	
KRPCAM	K	R	P	C	A	M	546.0	8	Yes	
KRPCAP	K	R	P	C	A	P	167.0	4	Yes	
KRPCCL	K	R	P	C	C	L	154.0	8	Yes	
KRPCDL	K	R	P	C	D	L	311.0	8	Yes	
KRPCDM	K	R	P	C	D	M	118.0	8	Yes	
KRPCDP	K	R	P	C	D	P	78.0	not found	Yes	
KRPCIL	K	R	P	C	I	L	2993.0	8	Yes	
KRPCIM	K	R	P	C	I	M	2301.0	8	Yes	
KRPCIP	K	R	P	C	I	P	331.0	4	Yes	
KRPCLL	K	R	P	C	L	L	551.0	8	Yes	
KRPCLM	K	R	P	C	L	M	363.0	8	Yes	
KRPCLP	K	R	P	C	L	P	114.0	4	Yes	
KRPCNN	K	R	P	C	N	N	218.0	not found	Yes	
KRPCPL	K	R	P	C	P	L	352.0	8	Yes	
KRPCPM	K	R	P	C	P	M	842.0	8	Yes	
KRPCPP	K	R	P	C	P	P	71.0	not found	Yes	
KRPCWL	K	R	P	C	W	L	581.0	8	Yes	
KRPCWM	K	R	P	C	W	M	486.0	8	Yes	
KRPHAM	K	R	P	H	A	M	71.0	8	Yes	
KRPHCL	K	R	P	H	C	L	90.0	8	Yes	
KRPHDL	K	R	P	H	D	L	54.0	8	Yes	
KRPHIL	K	R	P	H	I	L	86.0	8	Yes	
KRPHIM	K	R	P	H	I	M	80.0	8	Yes	
KRPHLL	K	R	P	H	L	L	55.0	8	Yes	
KRPHWL	K	R	P	H	W	L	111.0	8	Yes	
KRPHWM	K	R	P	H	W	M	123.0	8	Yes	
KRPLAL	K	R	P	L	A	L	967.0	9	Yes	
KRPLAM	K	R	P	L	A	M	769.0	8	Yes	
KRPLAP	K	R	P	L	A	P	236.0	4	Yes	
KRPLCL	K	R	P	L	C	L	63.0	8	Yes	
KRPLDL	K	R	P	L	D	L	165.0	8	Yes	
KRPLDM	K	R	P	L	D	M	118.0	8	Yes	
KRPLIL	K	R	P	L	I	L	2057.0	8	Yes	
KRPLIM	K	R	P	L	I	M	1627.0	8	Yes	
KRPLIP	K	R	P	L	I	P	230.0	4	Yes	
KRPLLL	K	R	P	L	L	L	235.0	8	Yes	
KRPLLM	K	R	P	L	L	M	273.0	8	Yes	
KRPLLP	K	R	P	L	L	P	78.0	4	Yes	
KRPLNN	K	R	P	L	N	N	59.0	not found	Yes	
KRPLPL	K	R	P	L	P	L	120.0	8	Yes	
KRPLPM	K	R	P	L	P	M	235.0	8	Yes	
KRPLWL	K	R	P	L	W	L	471.0	8	Yes	
KRPLWM	K	R	P	L	W	M	137.0	8	Yes	
KRPRAL	K	R	P	R	A	L	872.0	9	Yes	
KRPRAM	K	R	P	R	A	M	885.0	8	Yes	
KRPRAP	K	R	P	R	A	P	102.0	4	Yes	
KRPRAS	K	R	P	R	A	S	83.0	1	Yes	
KRPRCL	K	R	P	R	C	L	1720.0	8	Yes	
KRPRCM	K	R	P	R	C	M	474.0	8	Yes	
KRPRCP	K	R	P	R	C	P	125.0	4	Yes	
KRPRCS	K	R	P	R	C	S	445.0	2	Yes	
KRPRDL	K	R	P	R	D	L	3278.0	8	Yes	
KRPRDM	K	R	P	R	D	M	2078.0	8	Yes	
KRPRDP	K	R	P	R	D	P	257.0	not found	Yes	
KRPRDS	K	R	P	R	D	S	443.0	2	Yes	
KRPRIL	K	R	P	R	I	L	2047.0	8	Yes	
KRPRIM	K	R	P	R	I	M	2767.0	8	Yes	
KRPRIP	K	R	P	R	I	P	904.0	4	Yes	
KRPRIS	K	R	P	R	I	S	299.0	1	Yes	
KRPRLL	K	R	P	R	L	L	400.0	8	Yes	
KRPRLM	K	R	P	R	L	M	276.0	8	Yes	
KRPRLP	K	R	P	R	L	P	92.0	4	Yes	
KRPRLS	K	R	P	R	L	S	58.0	1	Yes	
KRPRNN	K	R	P	R	N	N	504.0	not found	Yes	
KRPRPL	K	R	P	R	P	L	2483.0	8	Yes	
KRPRPM	K	R	P	R	P	M	1422.0	8	Yes	
KRPRPP	K	R	P	R	P	P	622.0	not found	Yes	
KRPRPS	K	R	P	R	P	S	541.0	2	Yes	
KRPRWL	K	R	P	R	W	L	2365.0	8	Yes	
KRPRWM	K	R	P	R	W	M	1583.0	8	Yes	
KRPRWP	K	R	P	R	W	P	304.0	4	Yes	
KRPRWS	K	R	P	R	W	S	878.0	2	Yes	
RNNCAL	R	N	N	C	A	L	326.0	9	Yes	
RNNCAM	R	N	N	C	A	M	215.0	8	Yes	
RNNCAP	R	N	N	C	A	P	245.0	4	Yes	
RNNCCL	R	N	N	C	C	L	470.0	8	Yes	
RNNCDL	R	N	N	C	D	L	553.0	8	Yes	
RNNCIL	R	N	N	C	I	L	550.0	8	Yes	
RNNCIM	R	N	N	C	I	M	241.0	8	Yes	
RNNCIP	R	N	N	C	I	P	302.0	4	Yes	
RNNCLL	R	N	N	C	L	L	305.0	8	Yes	
RNNCLM	R	N	N	C	L	M	164.0	8	Yes	
RNNCLP	R	N	N	C	L	P	204.0	4	Yes	
RNNCNN	R	N	N	C	N	N	225.0	not found	Yes	
RNNCPL	R	N	N	C	P	L	295.0	8	Yes	
RNNCPM	R	N	N	C	P	M	81.0	8	Yes	
RNNCWL	R	N	N	C	W	L	790.0	8	Yes	
RNNCWM	R	N	N	C	W	M	117.0	8	Yes	
RNNHAL	R	N	N	H	A	L	826.0	9	Yes	
RNNHAM	R	N	N	H	A	M	246.0	8	Yes	
RNNHAP	R	N	N	H	A	P	240.0	4	Yes	
RNNHCL	R	N	N	H	C	L	1273.0	8	Yes	
RNNHCM	R	N	N	H	C	M	87.0	8	Yes	
RNNHCP	R	N	N	H	C	P	51.0	4	Yes	
RNNHIL	R	N	N	H	I	L	589.0	8	Yes	
RNNHIM	R	N	N	H	I	M	426.0	8	Yes	
RNNHIP	R	N	N	H	I	P	161.0	4	Yes	
RNNHLL	R	N	N	H	L	L	347.0	8	Yes	
RNNHLM	R	N	N	H	L	M	168.0	8	Yes	
RNNHLP	R	N	N	H	L	P	156.0	4	Yes	
RNNHNN	R	N	N	H	N	N	282.0	not found	Yes	
RNNHWL	R	N	N	H	W	L	1654.0	8	Yes	
RNNHWM	R	N	N	H	W	M	444.0	8	Yes	
RNNHWP	R	N	N	H	W	P	168.0	4	Yes	
RNNLAL	R	N	N	L	A	L	536.0	9	Yes	
RNNLAM	R	N	N	L	A	M	121.0	8	Yes	
RNNLAP	R	N	N	L	A	P	246.0	4	Yes	
RNNLCL	R	N	N	L	C	L	219.0	8	Yes	
RNNLDL	R	N	N	L	D	L	1041.0	8	Yes	
RNNLDM	R	N	N	L	D	M	139.0	8	Yes	
RNNLDS	R	N	N	L	D	S	176.0	2	Yes	
RNNLIL	R	N	N	L	I	L	299.0	8	Yes	
RNNLIM	R	N	N	L	I	M	72.0	8	Yes	
RNNLIS	R	N	N	L	I	S	75.0	1	Yes	
RNNLLL	R	N	N	L	L	L	128.0	8	Yes	
RNNLLM	R	N	N	L	L	M	176.0	8	Yes	
RNNLLP	R	N	N	L	L	P	93.0	4	Yes	
RNNLNN	R	N	N	L	N	N	198.0	not found	Yes	
RNNLPL	R	N	N	L	P	L	609.0	8	Yes	
RNNLPM	R	N	N	L	P	M	118.0	8	Yes	
RNNLPS	R	N	N	L	P	S	131.0	2	Yes	
RNNLWL	R	N	N	L	W	L	457.0	8	Yes	
RNNLWM	R	N	N	L	W	M	108.0	8	Yes	
RNNLWS	R	N	N	L	W	S	106.0	2	Yes	
RNNRAL	R	N	N	R	A	L	721.0	9	Yes	
RNNRAM	R	N	N	R	A	M	373.0	8	Yes	
RNNRAP	R	N	N	R	A	P	180.0	4	Yes	
RNNRCL	R	N	N	R	C	L	755.0	8	Yes	
RNNRCM	R	N	N	R	C	M	92.0	8	Yes	
RNNRDL	R	N	N	R	D	L	77.0	8	Yes	
RNNRIL	R	N	N	R	I	L	1505.0	8	Yes	
RNNRIM	R	N	N	R	I	M	1258.0	8	Yes	
RNNRIP	R	N	N	R	I	P	434.0	4	Yes	
RNNRIS	R	N	N	R	I	S	95.0	1	Yes	
RNNRLL	R	N	N	R	L	L	705.0	8	Yes	
RNNRLM	R	N	N	R	L	M	471.0	8	Yes	
RNNRLP	R	N	N	R	L	P	340.0	4	Yes	
RNNRLS	R	N	N	R	L	S	59.0	1	Yes	
RNNRNN	R	N	N	R	N	N	581.0	not found	Yes	
RNNRPL	R	N	N	R	P	L	69.0	8	Yes	
RNNRPM	R	N	N	R	P	M	77.0	8	Yes	
RNNRWL	R	N	N	R	W	L	1160.0	8	Yes	
RNNRWM	R	N	N	R	W	M	471.0	8	Yes	
RNNRWP	R	N	N	R	W	P	129.0	4	Yes	
RNNRWS	R	N	N	R	W	S	55.0	2	Yes	
RNOCAL	R	N	O	C	A	L	242.0	9	Yes	
RNOCAM	R	N	O	C	A	M	157.0	8	Yes	
RNOCAP	R	N	O	C	A	P	219.0	4	Yes	
RNOCCL	R	N	O	C	C	L	334.0	8	Yes	
RNOCIL	R	N	O	C	I	L	283.0	8	Yes	
RNOCIM	R	N	O	C	I	M	142.0	8	Yes	
RNOCIP	R	N	O	C	I	P	76.0	4	Yes	
RNOCLL	R	N	O	C	L	L	169.0	8	Yes	
RNOCLM	R	N	O	C	L	M	185.0	8	Yes	
RNOCLP	R	N	O	C	L	P	154.0	4	Yes	
RNOCWL	R	N	O	C	W	L	413.0	8	Yes	
RNOCWM	R	N	O	C	W	M	140.0	8	Yes	
RNOCWP	R	N	O	C	W	P	96.0	4	Yes	
RNOHAL	R	N	O	H	A	L	844.0	9	Yes	
RNOHAM	R	N	O	H	A	M	300.0	8	Yes	
RNOHAP	R	N	O	H	A	P	380.0	4	Yes	
RNOHCL	R	N	O	H	C	L	1998.0	8	Yes	
RNOHCM	R	N	O	H	C	M	245.0	8	Yes	
RNOHCP	R	N	O	H	C	P	89.0	4	Yes	
RNOHIL	R	N	O	H	I	L	1402.0	8	Yes	
RNOHIM	R	N	O	H	I	M	784.0	8	Yes	
RNOHIP	R	N	O	H	I	P	346.0	4	Yes	
RNOHIS	R	N	O	H	I	S	57.0	1	Yes	
RNOHLL	R	N	O	H	L	L	832.0	8	Yes	
RNOHLM	R	N	O	H	L	M	580.0	8	Yes	
RNOHLP	R	N	O	H	L	P	296.0	4	Yes	
RNOHWL	R	N	O	H	W	L	2780.0	8	Yes	
RNOHWM	R	N	O	H	W	M	742.0	8	Yes	
RNOHWP	R	N	O	H	W	P	443.0	4	Yes	
RNOLAL	R	N	O	L	A	L	65.0	9	Yes	
RNOLAM	R	N	O	L	A	M	99.0	8	Yes	
RNOLAP	R	N	O	L	A	P	187.0	4	Yes	
RNOLCL	R	N	O	L	C	L	154.0	8	Yes	
RNOLIP	R	N	O	L	I	P	60.0	4	Yes	
RNOLLP	R	N	O	L	L	P	91.0	4	Yes	
RNOLWL	R	N	O	L	W	L	154.0	8	Yes	
RNORAL	R	N	O	R	A	L	1102.0	9	Yes	
RNORAM	R	N	O	R	A	M	577.0	8	Yes	
RNORAP	R	N	O	R	A	P	318.0	4	Yes	
RNORCL	R	N	O	R	C	L	2907.0	8	Yes	
RNORCM	R	N	O	R	C	M	459.0	8	Yes	
RNORCP	R	N	O	R	C	P	120.0	4	Yes	
RNORDL	R	N	O	R	D	L	265.0	8	Yes	
RNORDM	R	N	O	R	D	M	56.0	8	Yes	
RNORIL	R	N	O	R	I	L	3629.0	8	Yes	
RNORIM	R	N	O	R	I	M	2650.0	8	Yes	
RNORIP	R	N	O	R	I	P	729.0	4	Yes	
RNORIS	R	N	O	R	I	S	68.0	1	Yes	
RNORLL	R	N	O	R	L	L	1972.0	8	Yes	
RNORLM	R	N	O	R	L	M	1219.0	8	Yes	
RNORLP	R	N	O	R	L	P	523.0	4	Yes	
RNORNN	R	N	O	R	N	N	173.0	not found	Yes	
RNORPL	R	N	O	R	P	L	133.0	8	Yes	
RNORPM	R	N	O	R	P	M	109.0	8	Yes	
RNORWL	R	N	O	R	W	L	3081.0	8	Yes	
RNORWM	R	N	O	R	W	M	1012.0	8	Yes	
RNORWP	R	N	O	R	W	P	232.0	4	Yes	
RNPCAL	R	N	P	C	A	L	565.0	9	Yes	
RNPCAM	R	N	P	C	A	M	188.0	8	Yes	
RNPCAP	R	N	P	C	A	P	354.0	4	Yes	
RNPCCL	R	N	P	C	C	L	887.0	8	Yes	
RNPCCM	R	N	P	C	C	M	97.0	8	Yes	
RNPCCP	R	N	P	C	C	P	104.0	4	Yes	
RNPCDL	R	N	P	C	D	L	109.0	8	Yes	
RNPCIL	R	N	P	C	I	L	1198.0	8	Yes	
RNPCIM	R	N	P	C	I	M	304.0	8	Yes	
RNPCIP	R	N	P	C	I	P	484.0	4	Yes	
RNPCLL	R	N	P	C	L	L	622.0	8	Yes	
RNPCLM	R	N	P	C	L	M	859.0	8	Yes	
RNPCLP	R	N	P	C	L	P	895.0	4	Yes	
RNPCPL	R	N	P	C	P	L	329.0	8	Yes	
RNPCPM	R	N	P	C	P	M	78.0	8	Yes	
RNPCWL	R	N	P	C	W	L	1688.0	8	Yes	
RNPCWM	R	N	P	C	W	M	486.0	8	Yes	
RNPCWP	R	N	P	C	W	P	316.0	4	Yes	
RNPHAL	R	N	P	H	A	L	492.0	9	Yes	
RNPHAM	R	N	P	H	A	M	198.0	8	Yes	
RNPHAP	R	N	P	H	A	P	104.0	4	Yes	
RNPHCL	R	N	P	H	C	L	1346.0	8	Yes	
RNPHIL	R	N	P	H	I	L	89.0	8	Yes	
RNPHIP	R	N	P	H	I	P	68.0	4	Yes	
RNPHLL	R	N	P	H	L	L	372.0	8	Yes	
RNPHLM	R	N	P	H	L	M	85.0	8	Yes	
RNPHLP	R	N	P	H	L	P	132.0	4	Yes	
RNPHNN	R	N	P	H	N	N	144.0	not found	Yes	
RNPHWL	R	N	P	H	W	L	2080.0	8	Yes	
RNPHWM	R	N	P	H	W	M	283.0	8	Yes	
RNPHWP	R	N	P	H	W	P	199.0	4	Yes	
RNPLAM	R	N	P	L	A	M	57.0	8	Yes	
RNPLAP	R	N	P	L	A	P	199.0	4	Yes	
RNPLIP	R	N	P	L	I	P	131.0	4	Yes	
RNPLLM	R	N	P	L	L	M	53.0	8	Yes	
RNPLLP	R	N	P	L	L	P	118.0	4	Yes	
RNPRAL	R	N	P	R	A	L	255.0	9	Yes	
RNPRAM	R	N	P	R	A	M	72.0	8	Yes	
RNPRCL	R	N	P	R	C	L	1719.0	8	Yes	
RNPRCM	R	N	P	R	C	M	180.0	8	Yes	
RNPRCP	R	N	P	R	C	P	99.0	4	Yes	
RNPRDL	R	N	P	R	D	L	88.0	8	Yes	
RNPRDM	R	N	P	R	D	M	62.0	8	Yes	
RNPRIL	R	N	P	R	I	L	123.0	8	Yes	
RNPRIM	R	N	P	R	I	M	292.0	8	Yes	
RNPRLL	R	N	P	R	L	L	196.0	8	Yes	
RNPRLM	R	N	P	R	L	M	76.0	8	Yes	
RNPRLP	R	N	P	R	L	P	89.0	4	Yes	
RNPRNN	R	N	P	R	N	N	89.0	not found	Yes	
RNPRPM	R	N	P	R	P	M	107.0	8	Yes	
RNPRWL	R	N	P	R	W	L	2129.0	8	Yes	
RNPRWM	R	N	P	R	W	M	591.0	8	Yes	
RNPRWP	R	N	P	R	W	P	126.0	4	Yes	
RNSCAL	R	N	S	C	A	L	843.0	9	Yes	
RNSCAM	R	N	S	C	A	M	550.0	8	Yes	
RNSCAP	R	N	S	C	A	P	455.0	4	Yes	
RNSCCL	R	N	S	C	C	L	1341.0	8	Yes	
RNSCCM	R	N	S	C	C	M	188.0	8	Yes	
RNSCCP	R	N	S	C	C	P	63.0	4	Yes	
RNSCIL	R	N	S	C	I	L	1344.0	8	Yes	
RNSCIM	R	N	S	C	I	M	1225.0	8	Yes	
RNSCIP	R	N	S	C	I	P	520.0	4	Yes	
RNSCLL	R	N	S	C	L	L	1150.0	8	Yes	
RNSCLM	R	N	S	C	L	M	878.0	8	Yes	
RNSCLP	R	N	S	C	L	P	880.0	4	Yes	
RNSCNN	R	N	S	C	N	N	102.0	not found	Yes	
RNSCPL	R	N	S	C	P	L	221.0	8	Yes	
RNSCWL	R	N	S	C	W	L	1783.0	8	Yes	
RNSCWM	R	N	S	C	W	M	714.0	8	Yes	
RNSCWP	R	N	S	C	W	P	111.0	4	Yes	
RNSHAL	R	N	S	H	A	L	7029.0	9	Yes	
RNSHAM	R	N	S	H	A	M	2294.0	8	Yes	
RNSHAP	R	N	S	H	A	P	1992.0	4	Yes	
RNSHAS	R	N	S	H	A	S	504.0	1	Yes	
RNSHCL	R	N	S	H	C	L	14449.0	8	Yes	
RNSHCM	R	N	S	H	C	M	1359.0	8	Yes	
RNSHCP	R	N	S	H	C	P	804.0	4	Yes	
RNSHCS	R	N	S	H	C	S	240.0	2	Yes	
RNSHIL	R	N	S	H	I	L	7815.0	8	Yes	
RNSHIM	R	N	S	H	I	M	3150.0	8	Yes	
RNSHIP	R	N	S	H	I	P	2238.0	4	Yes	
RNSHIS	R	N	S	H	I	S	483.0	1	Yes	
RNSHLL	R	N	S	H	L	L	4264.0	8	Yes	
RNSHLM	R	N	S	H	L	M	2049.0	8	Yes	
RNSHLP	R	N	S	H	L	P	1825.0	4	Yes	
RNSHLS	R	N	S	H	L	S	160.0	1	Yes	
RNSHNN	R	N	S	H	N	N	1447.0	not found	Yes	
RNSHWL	R	N	S	H	W	L	17837.0	8	Yes	
RNSHWM	R	N	S	H	W	M	4610.0	8	Yes	
RNSHWP	R	N	S	H	W	P	2275.0	4	Yes	
RNSHWS	R	N	S	H	W	S	552.0	2	Yes	
RNSLAL	R	N	S	L	A	L	235.0	9	Yes	
RNSLAM	R	N	S	L	A	M	319.0	8	Yes	
RNSLAP	R	N	S	L	A	P	621.0	4	Yes	
RNSLCL	R	N	S	L	C	L	576.0	8	Yes	
RNSLCM	R	N	S	L	C	M	94.0	8	Yes	
RNSLIL	R	N	S	L	I	L	200.0	8	Yes	
RNSLIM	R	N	S	L	I	M	272.0	8	Yes	
RNSLIP	R	N	S	L	I	P	214.0	4	Yes	
RNSLLL	R	N	S	L	L	L	154.0	8	Yes	
RNSLLM	R	N	S	L	L	M	271.0	8	Yes	
RNSLLP	R	N	S	L	L	P	333.0	4	Yes	
RNSLNN	R	N	S	L	N	N	176.0	not found	Yes	
RNSLWL	R	N	S	L	W	L	864.0	8	Yes	
RNSLWM	R	N	S	L	W	M	207.0	8	Yes	
RNSLWP	R	N	S	L	W	P	105.0	4	Yes	
RNSRAL	R	N	S	R	A	L	10833.0	9	Yes	
RNSRAM	R	N	S	R	A	M	5058.0	8	Yes	
RNSRAP	R	N	S	R	A	P	2163.0	4	Yes	
RNSRAS	R	N	S	R	A	S	835.0	1	Yes	
RNSRCL	R	N	S	R	C	L	19595.0	8	Yes	
RNSRCM	R	N	S	R	C	M	2655.0	8	Yes	
RNSRCP	R	N	S	R	C	P	937.0	4	Yes	
RNSRCS	R	N	S	R	C	S	585.0	2	Yes	
RNSRDL	R	N	S	R	D	L	1223.0	8	Yes	
RNSRDM	R	N	S	R	D	M	826.0	8	Yes	
RNSRDP	R	N	S	R	D	P	146.0	not found	Yes	
RNSRIL	R	N	S	R	I	L	20789.0	8	Yes	
RNSRIM	R	N	S	R	I	M	15867.0	8	Yes	
RNSRIP	R	N	S	R	I	P	6604.0	4	Yes	
RNSRIS	R	N	S	R	I	S	1006.0	1	Yes	
RNSRLL	R	N	S	R	L	L	10786.0	8	Yes	
RNSRLM	R	N	S	R	L	M	6462.0	8	Yes	
RNSRLP	R	N	S	R	L	P	3999.0	4	Yes	
RNSRLS	R	N	S	R	L	S	329.0	1	Yes	
RNSRNN	R	N	S	R	N	N	3243.0	not found	Yes	
RNSRPL	R	N	S	R	P	L	1267.0	8	Yes	
RNSRPM	R	N	S	R	P	M	1045.0	8	Yes	
RNSRPP	R	N	S	R	P	P	300.0	not found	Yes	
RNSRPS	R	N	S	R	P	S	57.0	2	Yes	
RNSRWL	R	N	S	R	W	L	20806.0	8	Yes	
RNSRWM	R	N	S	R	W	M	7677.0	8	Yes	
RNSRWP	R	N	S	R	W	P	2558.0	4	Yes	
RNSRWS	R	N	S	R	W	S	1527.0	2	Yes	
RRNCAL	R	R	N	C	A	L	823.0	9	Yes	
RRNCAM	R	R	N	C	A	M	685.0	8	Yes	
RRNCAP	R	R	N	C	A	P	670.0	4	Yes	
RRNCAS	R	R	N	C	A	S	56.0	1	Yes	
RRNCCL	R	R	N	C	C	L	1005.0	8	Yes	
RRNCCM	R	R	N	C	C	M	71.0	8	Yes	
RRNCIL	R	R	N	C	I	L	389.0	8	Yes	
RRNCIM	R	R	N	C	I	M	327.0	8	Yes	
RRNCIP	R	R	N	C	I	P	138.0	4	Yes	
RRNCLL	R	R	N	C	L	L	419.0	8	Yes	
RRNCLM	R	R	N	C	L	M	479.0	8	Yes	
RRNCLP	R	R	N	C	L	P	338.0	4	Yes	
RRNCNN	R	R	N	C	N	N	997.0	not found	Yes	
RRNCWL	R	R	N	C	W	L	1417.0	8	Yes	
RRNCWM	R	R	N	C	W	M	289.0	8	Yes	
RRNCWP	R	R	N	C	W	P	470.0	4	Yes	
RRNHAL	R	R	N	H	A	L	511.0	9	Yes	
RRNHAM	R	R	N	H	A	M	170.0	8	Yes	
RRNHAP	R	R	N	H	A	P	209.0	4	Yes	
RRNHCL	R	R	N	H	C	L	1456.0	8	Yes	
RRNHCM	R	R	N	H	C	M	244.0	8	Yes	
RRNHCP	R	R	N	H	C	P	73.0	4	Yes	
RRNHIL	R	R	N	H	I	L	212.0	8	Yes	
RRNHIP	R	R	N	H	I	P	66.0	4	Yes	
RRNHLL	R	R	N	H	L	L	181.0	8	Yes	
RRNHLM	R	R	N	H	L	M	97.0	8	Yes	
RRNHLP	R	R	N	H	L	P	115.0	4	Yes	
RRNHNN	R	R	N	H	N	N	177.0	not found	Yes	
RRNHWL	R	R	N	H	W	L	1917.0	8	Yes	
RRNHWM	R	R	N	H	W	M	548.0	8	Yes	
RRNHWP	R	R	N	H	W	P	441.0	4	Yes	
RRNHWS	R	R	N	H	W	S	59.0	2	Yes	
RRNLAL	R	R	N	L	A	L	1997.0	9	Yes	
RRNLAM	R	R	N	L	A	M	1442.0	8	Yes	
RRNLAP	R	R	N	L	A	P	1900.0	4	Yes	
RRNLAS	R	R	N	L	A	S	58.0	1	Yes	
RRNLCL	R	R	N	L	C	L	2727.0	8	Yes	
RRNLCM	R	R	N	L	C	M	458.0	8	Yes	
RRNLCP	R	R	N	L	C	P	94.0	4	Yes	
RRNLCS	R	R	N	L	C	S	64.0	2	Yes	
RRNLIL	R	R	N	L	I	L	1004.0	8	Yes	
RRNLIM	R	R	N	L	I	M	660.0	8	Yes	
RRNLIP	R	R	N	L	I	P	587.0	4	Yes	
RRNLLL	R	R	N	L	L	L	942.0	8	Yes	
RRNLLM	R	R	N	L	L	M	1130.0	8	Yes	
RRNLLP	R	R	N	L	L	P	1015.0	4	Yes	
RRNLNN	R	R	N	L	N	N	758.0	not found	Yes	
RRNLWL	R	R	N	L	W	L	4083.0	8	Yes	
RRNLWM	R	R	N	L	W	M	1020.0	8	Yes	
RRNLWP	R	R	N	L	W	P	980.0	4	Yes	
RRNLWS	R	R	N	L	W	S	73.0	2	Yes	
RRNRAL	R	R	N	R	A	L	181.0	9	Yes	
RRNRAM	R	R	N	R	A	M	169.0	8	Yes	
RRNRAP	R	R	N	R	A	P	195.0	4	Yes	
RRNRCL	R	R	N	R	C	L	557.0	8	Yes	
RRNRIL	R	R	N	R	I	L	107.0	8	Yes	
RRNRIM	R	R	N	R	I	M	109.0	8	Yes	
RRNRLL	R	R	N	R	L	L	129.0	8	Yes	
RRNRLM	R	R	N	R	L	M	63.0	8	Yes	
RRNRNN	R	R	N	R	N	N	2145.0	not found	Yes	
RRNRWL	R	R	N	R	W	L	439.0	8	Yes	
