strata_id	layer1	layer2	layer3	layer4	layer5	layer6	acres	ageclass	modeled_strata	
KRPCDM	K	R	P	C	D	M	118.0	8	true	
KRPCDP	K	R	P	C	D	P	78.0	null	true	
KRPCIL	K	R	P	C	I	L	2993.0	8	true	
KRPCIM	K	R	P	C	I	M	2301.0	8	true	
KRPCIP	K	R	P	C	I	P	331.0	4	true	
KRPCLL	K	R	P	C	L	L	551.0	8	true	
KRPCLM	K	R	P	C	L	M	363.0	8	true	
KRPCLP	K	R	P	C	L	P	114.0	4	true	
KRPCNN	K	R	P	C	N	N	218.0	null	true	
KRPCPL	K	R	P	C	P	L	352.0	8	true	
KRPCPM	K	R	P	C	P	M	842.0	8	true	
KRPCPP	K	R	P	C	P	P	71.0	null	true	
KRPCWL	K	R	P	C	W	L	581.0	8	true	
KRPCWM	K	R	P	C	W	M	486.0	8	true	
KRPHAM	K	R	P	H	A	M	71.0	8	true	
KRPHCL	K	R	P	H	C	L	90.0	8	true	
KRPHDL	K	R	P	H	D	L	54.0	8	true	
KRPHIL	K	R	P	H	I	L	86.0	8	true	
KRPHIM	K	R	P	H	I	M	80.0	8	true	
KRPHLL	K	R	P	H	L	L	55.0	8	true	
KRPHWL	K	R	P	H	W	L	111.0	8	true	
KRPHWM	K	R	P	H	W	M	123.0	8	true	
KRPLAL	K	R	P	L	A	L	967.0	9	true	
KRPLAM	K	R	P	L	A	M	769.0	8	true	
KRPLAP	K	R	P	L	A	P	236.0	4	true	
KRPLCL	K	R	P	L	C	L	63.0	8	true	
KRPLDL	K	R	P	L	D	L	165.0	8	true	
KRPLDM	K	R	P	L	D	M	118.0	8	true	
KRPLIL	K	R	P	L	I	L	2057.0	8	true	
KRPLIM	K	R	P	L	I	M	1627.0	8	true	
KRPLIP	K	R	P	L	I	P	230.0	4	true	
KRPLLL	K	R	P	L	L	L	235.0	8	true	
KRPLLM	K	R	P	L	L	M	273.0	8	true	
KRPLLP	K	R	P	L	L	P	78.0	4	true	
KRPLNN	K	R	P	L	N	N	59.0	null	true	
KRPLPL	K	R	P	L	P	L	120.0	8	true	
KRPLPM	K	R	P	L	P	M	235.0	8	true	
KRPLWL	K	R	P	L	W	L	471.0	8	true	
KRPLWM	K	R	P	L	W	M	137.0	8	true	
KRPRAL	K	R	P	R	A	L	872.0	9	true	
KRPRAM	K	R	P	R	A	M	885.0	8	true	
KRPRAP	K	R	P	R	A	P	102.0	4	true	
KRPRAS	K	R	P	R	A	S	83.0	1	true	
KRPRCL	K	R	P	R	C	L	1720.0	8	true	
KRPRCM	K	R	P	R	C	M	474.0	8	true	
KRPRCP	K	R	P	R	C	P	125.0	4	true	
KRPRCS	K	R	P	R	C	S	445.0	2	true	
KRPRDL	K	R	P	R	D	L	3278.0	8	true	
KRPRDM	K	R	P	R	D	M	2078.0	8	true	
KRPRDP	K	R	P	R	D	P	257.0	null	true	
KRPRDS	K	R	P	R	D	S	443.0	2	true	
KRPRIL	K	R	P	R	I	L	2047.0	8	true	
KRPRIM	K	R	P	R	I	M	2767.0	8	true	
KRPRIP	K	R	P	R	I	P	904.0	4	true	
KRPRIS	K	R	P	R	I	S	299.0	1	true	
KRPRLL	K	R	P	R	L	L	400.0	8	true	
KRPRLM	K	R	P	R	L	M	276.0	8	true	
KRPRLP	K	R	P	R	L	P	92.0	4	true	
KRPRLS	K	R	P	R	L	S	58.0	1	true	
KRPRNN	K	R	P	R	N	N	504.0	null	true	
KRPRPL	K	R	P	R	P	L	2483.0	8	true	
KRPRPM	K	R	P	R	P	M	1422.0	8	true	
KRPRPP	K	R	P	R	P	P	622.0	null	true	
KRPRPS	K	R	P	R	P	S	541.0	2	true	
KRPRWL	K	R	P	R	W	L	2365.0	8	true	
KRPRWM	K	R	P	R	W	M	1583.0	8	true	
KRPRWP	K	R	P	R	W	P	304.0	4	true	
KRPRWS	K	R	P	R	W	S	878.0	2	true	
RNNCAL	R	N	N	C	A	L	326.0	9	true	
RNNCAM	R	N	N	C	A	M	215.0	8	true	
RNNCAP	R	N	N	C	A	P	245.0	4	true	
RNNCCL	R	N	N	C	C	L	470.0	8	true	
RNNCDL	R	N	N	C	D	L	553.0	8	true	
RNNCIL	R	N	N	C	I	L	550.0	8	true	
RNNCIM	R	N	N	C	I	M	241.0	8	true	
RNNCIP	R	N	N	C	I	P	302.0	4	true	
RNNCLL	R	N	N	C	L	L	305.0	8	true	
RNNCLM	R	N	N	C	L	M	164.0	8	true	
RNNCLP	R	N	N	C	L	P	204.0	4	true	
RNNCNN	R	N	N	C	N	N	225.0	null	true	
RNNCPL	R	N	N	C	P	L	295.0	8	true	
RNNCPM	R	N	N	C	P	M	81.0	8	true	
RNNCWL	R	N	N	C	W	L	790.0	8	true	
RNNCWM	R	N	N	C	W	M	117.0	8	true	
RNNHAL	R	N	N	H	A	L	826.0	9	true	
RNNHAM	R	N	N	H	A	M	246.0	8	true	
RNNHAP	R	N	N	H	A	P	240.0	4	true	
RNNHCL	R	N	N	H	C	L	1273.0	8	true	
RNNHCM	R	N	N	H	C	M	87.0	8	true	
RNNHCP	R	N	N	H	C	P	51.0	4	true	
RNNHIL	R	N	N	H	I	L	589.0	8	true	
RNNHIM	R	N	N	H	I	M	426.0	8	true	
RNNHIP	R	N	N	H	I	P	161.0	4	true	
RNNHLL	R	N	N	H	L	L	347.0	8	true	
RNNHLM	R	N	N	H	L	M	168.0	8	true	
RNNHLP	R	N	N	H	L	P	156.0	4	true	
RNNHNN	R	N	N	H	N	N	282.0	null	true	
RNNHWL	R	N	N	H	W	L	1654.0	8	true	
RNNHWM	R	N	N	H	W	M	444.0	8	true	
RNNHWP	R	N	N	H	W	P	168.0	4	true	
RNNLAL	R	N	N	L	A	L	536.0	9	true	
RNNLAM	R	N	N	L	A	M	121.0	8	true	
RNNLAP	R	N	N	L	A	P	246.0	4	true	
RNNLCL	R	N	N	L	C	L	219.0	8	true	
RNNLDL	R	N	N	L	D	L	1041.0	8	true	
RNNLDM	R	N	N	L	D	M	139.0	8	true	
RNNLDS	R	N	N	L	D	S	176.0	2	true	
RNNLIL	R	N	N	L	I	L	299.0	8	true	
RNNLIM	R	N	N	L	I	M	72.0	8	true	
RNNLIS	R	N	N	L	I	S	75.0	1	true	
RNNLLL	R	N	N	L	L	L	128.0	8	true	
RNNLLM	R	N	N	L	L	M	176.0	8	true	
RNNLLP	R	N	N	L	L	P	93.0	4	true	
RNNLNN	R	N	N	L	N	N	198.0	null	true	
RNNLPL	R	N	N	L	P	L	609.0	8	true	
RNNLPM	R	N	N	L	P	M	118.0	8	true	
RNNLPS	R	N	N	L	P	S	131.0	2	true	
RNNLWL	R	N	N	L	W	L	457.0	8	true	
RNNLWM	R	N	N	L	W	M	108.0	8	true	
RNNLWS	R	N	N	L	W	S	106.0	2	true	
RNNRAL	R	N	N	R	A	L	721.0	9	true	
RNNRAM	R	N	N	R	A	M	373.0	8	true	
RNNRAP	R	N	N	R	A	P	180.0	4	true	
RNNRCL	R	N	N	R	C	L	755.0	8	true	
RNNRCM	R	N	N	R	C	M	92.0	8	true	
RNNRDL	R	N	N	R	D	L	77.0	8	true	
RNNRIL	R	N	N	R	I	L	1505.0	8	true	
RNNRIM	R	N	N	R	I	M	1258.0	8	true	
RNNRIP	R	N	N	R	I	P	434.0	4	true	
RNNRIS	R	N	N	R	I	S	95.0	1	true	
RNNRLL	R	N	N	R	L	L	705.0	8	true	
RNNRLM	R	N	N	R	L	M	471.0	8	true	
RNNRLP	R	N	N	R	L	P	340.0	4	true	
RNNRLS	R	N	N	R	L	S	59.0	1	true	
RNNRNN	R	N	N	R	N	N	581.0	null	true	
RNNRPL	R	N	N	R	P	L	69.0	8	true	
RNNRPM	R	N	N	R	P	M	77.0	8	true	
RNNRWL	R	N	N	R	W	L	1160.0	8	true	
RNNRWM	R	N	N	R	W	M	471.0	8	true	
RNNRWP	R	N	N	R	W	P	129.0	4	true	
RNNRWS	R	N	N	R	W	S	55.0	2	true	
RNOCAL	R	N	O	C	A	L	242.0	9	true	
RNOCAM	R	N	O	C	A	M	157.0	8	true	
RNOCAP	R	N	O	C	A	P	219.0	4	true	
RNOCCL	R	N	O	C	C	L	334.0	8	true	
RNOCIL	R	N	O	C	I	L	283.0	8	true	
RNOCIM	R	N	O	C	I	M	142.0	8	true	
RNOCIP	R	N	O	C	I	P	76.0	4	true	
RNOCLL	R	N	O	C	L	L	169.0	8	true	
RNOCLM	R	N	O	C	L	M	185.0	8	true	
RNOCLP	R	N	O	C	L	P	154.0	4	true	
RNOCWL	R	N	O	C	W	L	413.0	8	true	
RNOCWM	R	N	O	C	W	M	140.0	8	true	
RNOCWP	R	N	O	C	W	P	96.0	4	true	
RNOHAL	R	N	O	H	A	L	844.0	9	true	
RNOHAM	R	N	O	H	A	M	300.0	8	true	
RNOHAP	R	N	O	H	A	P	380.0	4	true	
RNOHCL	R	N	O	H	C	L	1998.0	8	true	
RNOHCM	R	N	O	H	C	M	245.0	8	true	
RNOHCP	R	N	O	H	C	P	89.0	4	true	
RNOHIL	R	N	O	H	I	L	1402.0	8	true	
RNOHIM	R	N	O	H	I	M	784.0	8	true	
RNOHIP	R	N	O	H	I	P	346.0	4	true	
RNOHIS	R	N	O	H	I	S	57.0	1	true	
RNOHLL	R	N	O	H	L	L	832.0	8	true	
RNOHLM	R	N	O	H	L	M	580.0	8	true	
RNOHLP	R	N	O	H	L	P	296.0	4	true	
RNOHWL	R	N	O	H	W	L	2780.0	8	true	
RNOHWM	R	N	O	H	W	M	742.0	8	true	
RNOHWP	R	N	O	H	W	P	443.0	4	true	
RNOLAL	R	N	O	L	A	L	65.0	9	true	
RNOLAM	R	N	O	L	A	M	99.0	8	true	
RNOLAP	R	N	O	L	A	P	187.0	4	true	
RNOLCL	R	N	O	L	C	L	154.0	8	true	
RNOLIP	R	N	O	L	I	P	60.0	4	true	
RNOLLP	R	N	O	L	L	P	91.0	4	true	
RNOLWL	R	N	O	L	W	L	154.0	8	true	
RNORAL	R	N	O	R	A	L	1102.0	9	true	
RNORAM	R	N	O	R	A	M	577.0	8	true	
RNORAP	R	N	O	R	A	P	318.0	4	true	
RNORCL	R	N	O	R	C	L	2907.0	8	true	
RNORCM	R	N	O	R	C	M	459.0	8	true	
RNORCP	R	N	O	R	C	P	120.0	4	true	
RNORDL	R	N	O	R	D	L	265.0	8	true	
RNORDM	R	N	O	R	D	M	56.0	8	true	
RNORIL	R	N	O	R	I	L	3629.0	8	true	
RNORIM	R	N	O	R	I	M	2650.0	8	true	
RNORIP	R	N	O	R	I	P	729.0	4	true	
RNORIS	R	N	O	R	I	S	68.0	1	true	
RNORLL	R	N	O	R	L	L	1972.0	8	true	
RNORLM	R	N	O	R	L	M	1219.0	8	true	
RNORLP	R	N	O	R	L	P	523.0	4	true	
RNORNN	R	N	O	R	N	N	173.0	null	true	
RNORPL	R	N	O	R	P	L	133.0	8	true	
RNORPM	R	N	O	R	P	M	109.0	8	true	
RNORWL	R	N	O	R	W	L	3081.0	8	true	
RNORWM	R	N	O	R	W	M	1012.0	8	true	
RNORWP	R	N	O	R	W	P	232.0	4	true	
RNPCAL	R	N	P	C	A	L	565.0	9	true	
RNPCAM	R	N	P	C	A	M	188.0	8	true	
RNPCAP	R	N	P	C	A	P	354.0	4	true	
RNPCCL	R	N	P	C	C	L	887.0	8	true	
RNPCCM	R	N	P	C	C	M	97.0	8	true	
RNPCCP	R	N	P	C	C	P	104.0	4	true	
RNPCDL	R	N	P	C	D	L	109.0	8	true	
RNPCIL	R	N	P	C	I	L	1198.0	8	true	
RNPCIM	R	N	P	C	I	M	304.0	8	true	
RNPCIP	R	N	P	C	I	P	484.0	4	true	
RNPCLL	R	N	P	C	L	L	622.0	8	true	
RNPCLM	R	N	P	C	L	M	859.0	8	true	
RNPCLP	R	N	P	C	L	P	895.0	4	true	
RNPCPL	R	N	P	C	P	L	329.0	8	true	
RNPCPM	R	N	P	C	P	M	78.0	8	true	
RNPCWL	R	N	P	C	W	L	1688.0	8	true	
RNPCWM	R	N	P	C	W	M	486.0	8	true	
RNPCWP	R	N	P	C	W	P	316.0	4	true	
RNPHAL	R	N	P	H	A	L	492.0	9	true	
RNPHAM	R	N	P	H	A	M	198.0	8	true	
RNPHAP	R	N	P	H	A	P	104.0	4	true	
RNPHCL	R	N	P	H	C	L	1346.0	8	true	
RNPHIL	R	N	P	H	I	L	89.0	8	true	
RNPHIP	R	N	P	H	I	P	68.0	4	true	
RNPHLL	R	N	P	H	L	L	372.0	8	true	
RNPHLM	R	N	P	H	L	M	85.0	8	true	
RNPHLP	R	N	P	H	L	P	132.0	4	true	
RNPHNN	R	N	P	H	N	N	144.0	null	true	
RNPHWL	R	N	P	H	W	L	2080.0	8	true	
RNPHWM	R	N	P	H	W	M	283.0	8	true	
RNPHWP	R	N	P	H	W	P	199.0	4	true	
RNPLAM	R	N	P	L	A	M	57.0	8	true	
RNPLAP	R	N	P	L	A	P	199.0	4	true	
RNPLIP	R	N	P	L	I	P	131.0	4	true	
RNPLLM	R	N	P	L	L	M	53.0	8	true	
RNPLLP	R	N	P	L	L	P	118.0	4	true	
RNPRAL	R	N	P	R	A	L	255.0	9	true	
RNPRAM	R	N	P	R	A	M	72.0	8	true	
RNPRCL	R	N	P	R	C	L	1719.0	8	true	
RNPRCM	R	N	P	R	C	M	180.0	8	true	
RNPRCP	R	N	P	R	C	P	99.0	4	true	
RNPRDL	R	N	P	R	D	L	88.0	8	true	
RNPRDM	R	N	P	R	D	M	62.0	8	true	
RNPRIL	R	N	P	R	I	L	123.0	8	true	
RNPRIM	R	N	P	R	I	M	292.0	8	true	
RNPRLL	R	N	P	R	L	L	196.0	8	true	
RNPRLM	R	N	P	R	L	M	76.0	8	true	
RNPRLP	R	N	P	R	L	P	89.0	4	true	
RNPRNN	R	N	P	R	N	N	89.0	null	true	
RNPRPM	R	N	P	R	P	M	107.0	8	true	
RNPRWL	R	N	P	R	W	L	2129.0	8	true	
RNPRWM	R	N	P	R	W	M	591.0	8	true	
RNPRWP	R	N	P	R	W	P	126.0	4	true	
RNSCAL	R	N	S	C	A	L	843.0	9	true	
RNSCAM	R	N	S	C	A	M	550.0	8	true	
RNSCAP	R	N	S	C	A	P	455.0	4	true	
RNSCCL	R	N	S	C	C	L	1341.0	8	true	
RNSCCM	R	N	S	C	C	M	188.0	8	true	
RNSCCP	R	N	S	C	C	P	63.0	4	true	
RNSCIL	R	N	S	C	I	L	1344.0	8	true	
RNSCIM	R	N	S	C	I	M	1225.0	8	true	
RNSCIP	R	N	S	C	I	P	520.0	4	true	
RNSCLL	R	N	S	C	L	L	1150.0	8	true	
RNSCLM	R	N	S	C	L	M	878.0	8	true	
RNSCLP	R	N	S	C	L	P	880.0	4	true	
RNSCNN	R	N	S	C	N	N	102.0	null	true	
RNSCPL	R	N	S	C	P	L	221.0	8	true	
RNSCWL	R	N	S	C	W	L	1783.0	8	true	
RNSCWM	R	N	S	C	W	M	714.0	8	true	
RNSCWP	R	N	S	C	W	P	111.0	4	true	
RNSHAL	R	N	S	H	A	L	7029.0	9	true	
RNSHAM	R	N	S	H	A	M	2294.0	8	true	
RNSHAP	R	N	S	H	A	P	1992.0	4	true	
RNSHAS	R	N	S	H	A	S	504.0	1	true	
RNSHCL	R	N	S	H	C	L	14449.0	8	true	
RNSHCM	R	N	S	H	C	M	1359.0	8	true	
RNSHCP	R	N	S	H	C	P	804.0	4	true	
RNSHCS	R	N	S	H	C	S	240.0	2	true	
RNSHIL	R	N	S	H	I	L	7815.0	8	true	
RNSHIM	R	N	S	H	I	M	3150.0	8	true	
RNSHIP	R	N	S	H	I	P	2238.0	4	true	
RNSHIS	R	N	S	H	I	S	483.0	1	true	
RNSHLL	R	N	S	H	L	L	4264.0	8	true	
RNSHLM	R	N	S	H	L	M	2049.0	8	true	
RNSHLP	R	N	S	H	L	P	1825.0	4	true	
RNSHLS	R	N	S	H	L	S	160.0	1	true	
RNSHNN	R	N	S	H	N	N	1447.0	null	true	
RNSHWL	R	N	S	H	W	L	17837.0	8	true	
RNSHWM	R	N	S	H	W	M	4610.0	8	true	
RNSHWP	R	N	S	H	W	P	2275.0	4	true	
RNSHWS	R	N	S	H	W	S	552.0	2	true	
RNSLAL	R	N	S	L	A	L	235.0	9	true	
RNSLAM	R	N	S	L	A	M	319.0	8	true	
RNSLAP	R	N	S	L	A	P	621.0	4	true	
RNSLCL	R	N	S	L	C	L	576.0	8	true	
RNSLCM	R	N	S	L	C	M	94.0	8	true	
RNSLIL	R	N	S	L	I	L	200.0	8	true	
RNSLIM	R	N	S	L	I	M	272.0	8	true	
RNSLIP	R	N	S	L	I	P	214.0	4	true	
RNSLLL	R	N	S	L	L	L	154.0	8	true	
RNSLLM	R	N	S	L	L	M	271.0	8	true	
RNSLLP	R	N	S	L	L	P	333.0	4	true	
RNSLNN	R	N	S	L	N	N	176.0	null	true	
RNSLWL	R	N	S	L	W	L	864.0	8	true	
RNSLWM	R	N	S	L	W	M	207.0	8	true	
RNSLWP	R	N	S	L	W	P	105.0	4	true	
RNSRAL	R	N	S	R	A	L	10833.0	9	true	
RNSRAM	R	N	S	R	A	M	5058.0	8	true	
RNSRAP	R	N	S	R	A	P	2163.0	4	true	
RNSRAS	R	N	S	R	A	S	835.0	1	true	
RNSRCL	R	N	S	R	C	L	19595.0	8	true	
RNSRCM	R	N	S	R	C	M	2655.0	8	true	
RNSRCP	R	N	S	R	C	P	937.0	4	true	
RNSRCS	R	N	S	R	C	S	585.0	2	true	
RNSRDL	R	N	S	R	D	L	1223.0	8	true	
RNSRDM	R	N	S	R	D	M	826.0	8	true	
RNSRDP	R	N	S	R	D	P	146.0	null	true	
RNSRIL	R	N	S	R	I	L	20789.0	8	true	
RNSRIM	R	N	S	R	I	M	15867.0	8	true	
RNSRIP	R	N	S	R	I	P	6604.0	4	true	
RNSRIS	R	N	S	R	I	S	1006.0	1	true	
RNSRLL	R	N	S	R	L	L	10786.0	8	true	
RNSRLM	R	N	S	R	L	M	6462.0	8	true	
RNSRLP	R	N	S	R	L	P	3999.0	4	true	
RNSRLS	R	N	S	R	L	S	329.0	1	true	
RNSRNN	R	N	S	R	N	N	3243.0	null	true	
RNSRPL	R	N	S	R	P	L	1267.0	8	true	
RNSRPM	R	N	S	R	P	M	1045.0	8	true	
RNSRPP	R	N	S	R	P	P	300.0	null	true	
RNSRPS	R	N	S	R	P	S	57.0	2	true	
RNSRWL	R	N	S	R	W	L	20806.0	8	true	
RNSRWM	R	N	S	R	W	M	7677.0	8	true	
RNSRWP	R	N	S	R	W	P	2558.0	4	true	
RNSRWS	R	N	S	R	W	S	1527.0	2	true	
RRNCAL	R	R	N	C	A	L	823.0	9	true	
RRNCAM	R	R	N	C	A	M	685.0	8	true	
RRNCAP	R	R	N	C	A	P	670.0	4	true	
RRNCAS	R	R	N	C	A	S	56.0	1	true	
RRNCCL	R	R	N	C	C	L	1005.0	8	true	
RRNCCM	R	R	N	C	C	M	71.0	8	true	
RRNCIL	R	R	N	C	I	L	389.0	8	true	
RRNCIM	R	R	N	C	I	M	327.0	8	true	
RRNCIP	R	R	N	C	I	P	138.0	4	true	
RRNCLL	R	R	N	C	L	L	419.0	8	true	
RRNCLM	R	R	N	C	L	M	479.0	8	true	
RRNCLP	R	R	N	C	L	P	338.0	4	true	
RRNCNN	R	R	N	C	N	N	997.0	null	true	
RRNCWL	R	R	N	C	W	L	1417.0	8	true	
RRNCWM	R	R	N	C	W	M	289.0	8	true	
RRNCWP	R	R	N	C	W	P	470.0	4	true	
RRNHAL	R	R	N	H	A	L	511.0	9	true	
RRNHAM	R	R	N	H	A	M	170.0	8	true	
RRNHAP	R	R	N	H	A	P	209.0	4	true	
RRNHCL	R	R	N	H	C	L	1456.0	8	true	
RRNHCM	R	R	N	H	C	M	244.0	8	true	
RRNHCP	R	R	N	H	C	P	73.0	4	true	
RRNHIL	R	R	N	H	I	L	212.0	8	true	
RRNHIP	R	R	N	H	I	P	66.0	4	true	
RRNHLL	R	R	N	H	L	L	181.0	8	true	
RRNHLM	R	R	N	H	L	M	97.0	8	true	
RRNHLP	R	R	N	H	L	P	115.0	4	true	
RRNHNN	R	R	N	H	N	N	177.0	null	true	
RRNHWL	R	R	N	H	W	L	1917.0	8	true	
RRNHWM	R	R	N	H	W	M	548.0	8	true	
RRNHWP	R	R	N	H	W	P	441.0	4	true	
RRNHWS	R	R	N	H	W	S	59.0	2	true	
RRNLAL	R	R	N	L	A	L	1997.0	9	true	
RRNLAM	R	R	N	L	A	M	1442.0	8	true	
RRNLAP	R	R	N	L	A	P	1900.0	4	true	
RRNLAS	R	R	N	L	A	S	58.0	1	true	
RRNLCL	R	R	N	L	C	L	2727.0	8	true	
RRNLCM	R	R	N	L	C	M	458.0	8	true	
RRNLCP	R	R	N	L	C	P	94.0	4	true	
RRNLCS	R	R	N	L	C	S	64.0	2	true	
RRNLIL	R	R	N	L	I	L	1004.0	8	true	
RRNLIM	R	R	N	L	I	M	660.0	8	true	
RRNLIP	R	R	N	L	I	P	587.0	4	true	
RRNLLL	R	R	N	L	L	L	942.0	8	true	
RRNLLM	R	R	N	L	L	M	1130.0	8	true	
RRNLLP	R	R	N	L	L	P	1015.0	4	true	
RRNLNN	R	R	N	L	N	N	758.0	null	true	
RRNLWL	R	R	N	L	W	L	4083.0	8	true	
RRNLWM	R	R	N	L	W	M	1020.0	8	true	
RRNLWP	R	R	N	L	W	P	980.0	4	true	
RRNLWS	R	R	N	L	W	S	73.0	2	true	
RRNRAL	R	R	N	R	A	L	181.0	9	true	
RRNRAM	R	R	N	R	A	M	169.0	8	true	
RRNRAP	R	R	N	R	A	P	195.0	4	true	
RRNRCL	R	R	N	R	C	L	557.0	8	true	
RRNRIL	R	R	N	R	I	L	107.0	8	true	
RRNRIM	R	R	N	R	I	M	109.0	8	true	
RRNRLL	R	R	N	R	L	L	129.0	8	true	
RRNRLM	R	R	N	R	L	M	63.0	8	true	
RRNRNN	R	R	N	R	N	N	2145.0	null	true	
RRNRWL	R	R	N	R	W	L	439.0	8	true	
RRNRWM	R	R	N	R	W	M	90.0	8	true	
RRNRWP	R	R	N	R	W	P	58.0	4	true	
RROCAL	R	R	O	C	A	L	224.0	9	true	
RROCAM	R	R	O	C	A	M	244.0	8	true	
RROCAP	R	R	O	C	A	P	518.0	4	true	
RROCIL	R	R	O	C	I	L	216.0	8	true	
RROCIM	R	R	O	C	I	M	273.0	8	true	
RROCIP	R	R	O	C	I	P	259.0	4	true	
RROCLL	R	R	O	C	L	L	122.0	8	true	
RROCLM	R	R	O	C	L	M	200.0	8	true	
RROCLP	R	R	O	C	L	P	419.0	4	true	
RROCWL	R	R	O	C	W	L	57.0	8	true	
RROHAL	R	R	O	H	A	L	489.0	9	true	
RROHAM	R	R	O	H	A	M	64.0	8	true	
RROHAP	R	R	O	H	A	P	188.0	4	true	
RROHCL	R	R	O	H	C	L	1344.0	8	true	
RROHCM	R	R	O	H	C	M	99.0	8	true	
RROHCP	R	R	O	H	C	P	102.0	4	true	
RROHIL	R	R	O	H	I	L	215.0	8	true	
RROHIM	R	R	O	H	I	M	160.0	8	true	
RROHIP	R	R	O	H	I	P	165.0	4	true	
RROHLL	R	R	O	H	L	L	301.0	8	true	
RROHLM	R	R	O	H	L	M	203.0	8	true	
RROHLP	R	R	O	H	L	P	195.0	4	true	
RROHWL	R	R	O	H	W	L	1978.0	8	true	
RROHWM	R	R	O	H	W	M	280.0	8	true	
RROHWP	R	R	O	H	W	P	184.0	4	true	
RROLAL	R	R	O	L	A	L	362.0	9	true	
RROLAM	R	R	O	L	A	M	296.0	8	true	
RROLAP	R	R	O	L	A	P	730.0	4	true	
RROLCL	R	R	O	L	C	L	311.0	8	true	
RROLCP	R	R	O	L	C	P	72.0	4	true	
RROLIL	R	R	O	L	I	L	232.0	8	true	
RROLIM	R	R	O	L	I	M	146.0	8	true	
RROLIP	R	R	O	L	I	P	184.0	4	true	
RROLLL	R	R	O	L	L	L	130.0	8	true	
RROLLM	R	R	O	L	L	M	100.0	8	true	
RROLLP	R	R	O	L	L	P	263.0	4	true	
RROLWL	R	R	O	L	W	L	550.0	8	true	
RROLWM	R	R	O	L	W	M	138.0	8	true	
RROLWP	R	R	O	L	W	P	95.0	4	true	
RRORAL	R	R	O	R	A	L	296.0	9	true	
RRORAM	R	R	O	R	A	M	162.0	8	true	
RRORAP	R	R	O	R	A	P	82.0	4	true	
RRORCL	R	R	O	R	C	L	384.0	8	true	
RRORIL	R	R	O	R	I	L	351.0	8	true	
RRORIM	R	R	O	R	I	M	242.0	8	true	
RRORIP	R	R	O	R	I	P	109.0	4	true	
RRORLL	R	R	O	R	L	L	300.0	8	true	
RRORLM	R	R	O	R	L	M	161.0	8	true	
RRORLP	R	R	O	R	L	P	102.0	4	true	
RRORWL	R	R	O	R	W	L	557.0	8	true	
RRORWM	R	R	O	R	W	M	177.0	8	true	
RRPCAL	R	R	P	C	A	L	759.0	9	true	
RRPCAM	R	R	P	C	A	M	827.0	8	true	
RRPCAP	R	R	P	C	A	P	1551.0	4	true	
RRPCAS	R	R	P	C	A	S	132.0	1	true	
RRPCCL	R	R	P	C	C	L	52.0	8	true	
RRPCIL	R	R	P	C	I	L	1998.0	8	true	
RRPCIM	R	R	P	C	I	M	1254.0	8	true	
RRPCIP	R	R	P	C	I	P	1447.0	4	true	
RRPCIS	R	R	P	C	I	S	64.0	1	true	
RRPCLL	R	R	P	C	L	L	581.0	8	true	
RRPCLM	R	R	P	C	L	M	1260.0	8	true	
RRPCLP	R	R	P	C	L	P	1762.0	4	true	
RRPCNN	R	R	P	C	N	N	96.0	null	true	
RRPCWL	R	R	P	C	W	L	147.0	8	true	
RRPCWM	R	R	P	C	W	M	74.0	8	true	
RRPCWP	R	R	P	C	W	P	54.0	4	true	
RRPCWS	R	R	P	C	W	S	206.0	2	true	
RRPHAL	R	R	P	H	A	L	1314.0	9	true	
RRPHAM	R	R	P	H	A	M	540.0	8	true	
RRPHAP	R	R	P	H	A	P	652.0	4	true	
RRPHCL	R	R	P	H	C	L	3678.0	8	true	
RRPHCM	R	R	P	H	C	M	424.0	8	true	
RRPHCP	R	R	P	H	C	P	89.0	4	true	
RRPHCS	R	R	P	H	C	S	79.0	2	true	
RRPHIL	R	R	P	H	I	L	759.0	8	true	
RRPHIM	R	R	P	H	I	M	404.0	8	true	
RRPHIP	R	R	P	H	I	P	352.0	4	true	
RRPHLL	R	R	P	H	L	L	856.0	8	true	
RRPHLM	R	R	P	H	L	M	832.0	8	true	
RRPHLP	R	R	P	H	L	P	561.0	4	true	
RRPHWL	R	R	P	H	W	L	4223.0	8	true	
RRPHWM	R	R	P	H	W	M	713.0	8	true	
RRPHWP	R	R	P	H	W	P	566.0	4	true	
RRPHWS	R	R	P	H	W	S	74.0	2	true	
RRPLAL	R	R	P	L	A	L	840.0	9	true	
RRPLAM	R	R	P	L	A	M	979.0	8	true	
RRPLAP	R	R	P	L	A	P	1745.0	4	true	
RRPLAS	R	R	P	L	A	S	64.0	1	true	
RRPLCL	R	R	P	L	C	L	113.0	8	true	
RRPLCS	R	R	P	L	C	S	109.0	2	true	
RRPLIL	R	R	P	L	I	L	1030.0	8	true	
RRPLIM	R	R	P	L	I	M	666.0	8	true	
RRPLIP	R	R	P	L	I	P	1222.0	4	true	
RRPLIS	R	R	P	L	I	S	82.0	1	true	
RRPLLL	R	R	P	L	L	L	295.0	8	true	
RRPLLM	R	R	P	L	L	M	580.0	8	true	
RRPLLP	R	R	P	L	L	P	947.0	4	true	
RRPLNN	R	R	P	L	N	N	54.0	null	true	
RRPLWL	R	R	P	L	W	L	407.0	8	true	
RRPLWM	R	R	P	L	W	M	197.0	8	true	
RRPLWP	R	R	P	L	W	P	74.0	4	true	
